"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"41701.9297389";"Altitude (GPS)";"15.35211181640625";"m";"-22.58710189";"-43.28240451";
"41701.9297389";"Velocidade (GPS)";"35.892000961303715";"km/h";"-22.58710189";"-43.28240451";
"41701.9297389";"Velocidade média (GPS)";"29.97620983324485";"km/h";"-22.58710189";"-43.28240451";
"41703.1787619";"Altitude (GPS)";"15.28070068359375";"m";"-22.58720594";"-43.28237089";
"41703.1787619";"Velocidade (GPS)";"35.460001373291014";"km/h";"-22.58720594";"-43.28237089";
"41703.1787619";"Velocidade média (GPS)";"30.047215305390424";"km/h";"-22.58720594";"-43.28237089";
"41704.4225116";"Altitude (GPS)";"14.87713623046875";"m";"-22.58730089";"-43.2823408";
"41704.4225116";"Velocidade (GPS)";"31.751998901367188";"km/h";"-22.58730089";"-43.2823408";
"41704.4225116";"Velocidade média (GPS)";"30.068916330673147";"km/h";"-22.58730089";"-43.2823408";
"41705.6901786";"Altitude (GPS)";"14.35504150390625";"m";"-22.5873842";"-43.28229873";
"41705.6901786";"Velocidade (GPS)";"32.47200164794922";"km/h";"-22.5873842";"-43.28229873";
"41705.6901786";"Velocidade média (GPS)";"30.099695099294966";"km/h";"-22.5873842";"-43.28229873";
"41706.968762";"Altitude (GPS)";"14.43438720703125";"m";"-22.58747603";"-43.2822398";
"41706.968762";"Velocidade (GPS)";"30.456000137329102";"km/h";"-22.58747603";"-43.2822398";
"41706.968762";"Velocidade média (GPS)";"30.10423926632796";"km/h";"-22.58747603";"-43.2822398";
"41708.211228";"Altitude (GPS)";"14.3380126953125";"m";"-22.58754459";"-43.28216474";
"41708.211228";"Velocidade (GPS)";"30.81600151062012";"km/h";"-22.58754459";"-43.28216474";
"41708.211228";"Velocidade média (GPS)";"30.112952438998004";"km/h";"-22.58754459";"-43.28216474";
"41709.461633";"Altitude (GPS)";"14.24200439453125";"m";"-22.58761835";"-43.28208731";
"41709.461633";"Velocidade (GPS)";"32.039998626708986";"km/h";"-22.58761835";"-43.28208731";
"41709.461633";"Velocidade média (GPS)";"30.136404514187443";"km/h";"-22.58761835";"-43.28208731";
"41710.704742";"Altitude (GPS)";"14.7220458984375";"m";"-22.58767921";"-43.28198643";
"41710.704742";"Velocidade (GPS)";"31.283998489379883";"km/h";"-22.58767921";"-43.28198643";
"41710.704742";"Velocidade média (GPS)";"30.150123156291134";"km/h";"-22.58767921";"-43.28198643";
"41711.949713";"Altitude (GPS)";"14.2791748046875";"m";"-22.58773547";"-43.28189635";
"41711.949713";"Velocidade (GPS)";"31.60799903869629";"km/h";"-22.58773547";"-43.28189635";
"41711.949713";"Velocidade média (GPS)";"30.1673706657126";"km/h";"-22.58773547";"-43.28189635";
"41713.172362";"Altitude (GPS)";"14.3101806640625";"m";"-22.58779486";"-43.28180297";
"41713.172362";"Velocidade (GPS)";"32.004001235961915";"km/h";"-22.58779486";"-43.28180297";
"41713.172362";"Velocidade média (GPS)";"30.18846433066199";"km/h";"-22.58779486";"-43.28180297";
"41714.4282008";"Altitude (GPS)";"13.96429443359375";"m";"-22.58785472";"-43.28171012";
"41714.4282008";"Velocidade (GPS)";"31.751998901367188";"km/h";"-22.58785472";"-43.28171012";
"41714.4282008";"Velocidade média (GPS)";"30.20669383157548";"km/h";"-22.58785472";"-43.28171012";
"41715.6808541";"Altitude (GPS)";"14.56475830078125";"m";"-22.58794925";"-43.28166545";
"41715.6808541";"Velocidade (GPS)";"32.2560001373291";"km/h";"-22.58794925";"-43.28166545";
"41715.6808541";"Velocidade média (GPS)";"30.23025346409044";"km/h";"-22.58794925";"-43.28166545";
"41716.9304124";"Altitude (GPS)";"14.78436279296875";"m";"-22.5880474";"-43.28162872";
"41716.9304124";"Velocidade (GPS)";"31.7879997253418";"km/h";"-22.5880474";"-43.28162872";
"41716.9304124";"Velocidade média (GPS)";"30.24791377385206";"km/h";"-22.5880474";"-43.28162872";
"41718.1738603";"Altitude (GPS)";"13.927490234375";"m";"-22.58815078";"-43.28161307";
"41718.1738603";"Velocidade (GPS)";"33.11999931335449";"km/h";"-22.58815078";"-43.28161307";
"41718.1738603";"Velocidade média (GPS)";"30.2799555220183";"km/h";"-22.58815078";"-43.28161307";
